Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,A_O2,A_N2,A_CO2,A_CO,A_H2,A_CH4,A_C2H2,A_C2H4,A_C2H6,A_C3H6,A_C3H8,A_BD,A_WC,A_PF_25,A_PF_100,A_Test_Result,B_O2,B_N2,B_CO2,B_CO,B_H2,B_CH4,B_C2H2,B_C2H4,B_C2H6,B_C3H6,B_C3H8,B_BD,B_WC,B_PF_25,B_PF_100,B_Test_Result,C_O2,C_N2,C_CO2,C_CO,C_H2,C_CH4,C_C2H2,C_C2H4,C_C2H6,C_C3H6,C_C3H8,C_BD,C_WC,C_PF_25,C_PF_100,C_Test_Result
20083122TIC008,2015-01-08 00:00:00,81712091,Mr.Eakkarach W.,Mr.Jirasak Susakun,FOCUS LAB,ENGIE GLOW,,,,32,,,51,17379,45529,2114,326,227,15,228,46,3,13,0,46.44,18.54,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
508038,2015-01-07 00:00:00,,IEC,,TIS,,,,,,,,,41154,57055,1706,68,87,0,174,65,0,0,12,36.04,27.48,0,0,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
54002,2015-01-07 00:00:00,,,,,,,,,,,,,31005,56154,1196,223,143,3,133,3,0,2,9,35.8,35.8,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
56016,2014-12-16 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11042,40141,568,15,0,5,103.0,48,2,0,0,46,25,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP004301,2014-12-16 00:00:00,,IEC,,,,,,,,58,,,19031,52940,167,132,134,56,117,196,17,0,38,43.14,6.89,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
EDP004301,2014-12-16 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,19031,52940,167,132,134,56,117.0,196,17,0,38,44,7,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP018401,2014-12-16 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,17491,48921,154,113,175,141,241.0,201,47,0,63,51,6,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0041B01,2014-12-16 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,14094,42901,179,156,211,124,431.0,251,39,0,43,46,8,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0284B01,2014-12-16 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15328,45112,706,62,5,5,0.0,50,24,0,0,52,13,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0285B01,2014-12-16 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11461,40013,741,15,0,2,0.0,38,11,0,0,51,11,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP70279708,2014-10-20 00:00:00,,,,,,,,,,,,,19752,53889,235,221,3683,3876,1248,8251,4603,51,1192,47,13,,,,22305,68556,236,200,0,4510,514,9622,71,71,1126,48,8,,,,25517,75889,233,45,5758,5542,930,5968,2960,154,1467,49,8,,,
20083122TIC003,2014-07-24 00:00:00,-,IEC,-,TIS,GLOW,-,"6M_81,82",2014-07-24 00:00:00,-,-,-,-,15274,32449,1371,155,506,41,306,96,0,2,5,50.12,15.6,-,-,NORMAL,11892,24998,1277,43,472,20,173,57,0,0,4,51.5,12.21,-,-,NORMAL,13915,30119,1760,122,371,12,129,71,0,2,2,52.38,16.95,-,-,NORMAL
20083122TIC008,2014-07-14 00:00:00,-,IEC,,TIS,GLOW,-,"6M_81,82",,,,,,12861,37429,2394,220,170,9,208,0,0,0,0,51.44,21.62,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
EDP004301,2014-06-27 00:00:00,,IEC,,,,,,,,48,,,23284,46378,171,143,186,66,140,208,26,0,36,45.36,8.09,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,2014-06-27 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11100,49015,322,18,0,7,0.0,57,24,0,0,48,13,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0285B01,2014-06-27 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,14688,52283,809,17,0,5,0.0,47,19,0,0,56,11,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508038,2014-06-23 00:00:00,,IEC,,TIS,,,,,,,,,40922,60543,1423,50,76,0,217,62,0,0,0,35.38,28.58,-,-,NORMAL,40922,60543,1423,50,76,0,217,62,0,0,0,35.38,28.58,-,-,NORMAL,40922,60543,1423,50,76,0,217,62,0,0,0,35.38,28.58,-,-,NORMAL
54002,2014-06-23 00:00:00,,,,,,,,,,,,,29003,57935,1789,202,126,2,121,1,0,0,0,32,28,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
56016,2014-06-16 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11223,3817,849,13,3,7,80.0,54.0,0,0,0,46,25,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP70279708,2014-05-22 00:00:00,,,,,,,,,,,,,20003,41929,170,217,1135,1418,940,2057,594,49,318,48,12,,,,23433,40357,281,166,1440,2055,900,3956,1646,72,497,47,7,,,,22597,45283,288,49,3635,3473,885,4522,2216,117,490,50,7,,,
EDP004301,2014-01-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,23284,46378,171,143,186,66,140.0,208,26,0,36,45,9,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP018401,2014-01-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,19530,53553,199,164,251,100,272.0,276,31,0,60,54,8,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0041B01,2014-01-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,10029,31063,181,166,219,130,677.0,329,34,0,70,52,8,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0091B01,2014-01-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,12170,34423,483,121,0,19,0.0,101,0,0,0,51,12,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56016,2014-01-07 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15484,40412,911,13,65,14,287.0,56,7,0,0,32,25,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP004301,2014-01-07 00:00:00,,IEC,,,,-,-,,-,64,-,-,11946,43012,194,169,1484,150,153,244,18,0,49,56.04,12.97,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,2014-01-07 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11840,45051,878,21,0,3,0.0,31,10,0,0,45,14,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0285B01,2014-01-07 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15102,45125,807,16,0,2,0.0,26,9,0,0,47,12,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510049,2013-12-25 00:00:00,,,,,,,,,,,,,25662,57152,7477,91,165,29,140,17,0,2,2,47,18,,,,13657,21340,8291,127,112,38,245,12,0,0,0,49,20,,,,21241,50464,3090,243,134,65,171,22,0,0,0,45,27,,,
512033,2013-12-25 00:00:00,,,,,,,,,,,,,16834,49512,807,7,77,4,9,0,0,0,0,54,21,,,NORMAL,0,0,0,0,0,0,0,0,0,0,0,54,21,,,NORMAL,0,0,0,0,0,0,0,0,0,0,0,54,21,,,NORMAL
54001,2013-12-25 00:00:00,,,,,,,,,,,,,12589,37194,1280,4,68,0,0,0,0,0,0,57,27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
96.2.4007,2013-12-25 00:00:00,,,,,,,,,,,,,5413,11869,756,28,0,16,334,70,0,0,9,45,21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP 008001,2013-12-25 00:00:00,,,,,,,,,,,,,27223,40456,157,129,68,52,27,101,12,0,32,38,27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP 011601,2013-12-25 00:00:00,,,,,,,,,,,,,18636,58882,323,126,124,132,134,72,16,0,34,55,11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PTE 1689/01,2013-12-25 00:00:00,,,,,,,,,,,,,13265,60433,1827,149,253,31,331,67,0,0,3,53,19,,,,14543,38506,1923,139,28,25,305,83,25,0,0,43,17,,,,13267,42111,1175,136,108,18,233,58,0,11,2,29,41,,,
PTE 1689/02,2013-12-25 00:00:00,,,,,,,,,,,,,19326,35901,2191,185,1651,303,3157,554,68,4,113,49,18,,,,19025,26386,2316,121,943,262,2632,462,61,5,92,53,36,,,,19519,50952,2924,95,800,295,2965,515,74,0,98,29,38,,,
PTE 1689/04,2013-12-25 00:00:00,,,,,,,,,,,,,16542,40663,1520,164,0,18,182,21,0,0,0,34,21,,,NORMAL,19324,62320,1620,161,42,15,130,17,1,0,0,28,39,,,NORMAL,17583,21084,1040,165,107,20,179,47,0,0,5,25,46,,,NORMAL
56018,2013-12-19 00:00:00,,,,,,,,,,,,,34532,67842,142,732,41,34,257,221,48,24,50,48,13,,,NORMAL,34532,67842,142,732,41,34,257,221,48,24,50,48,13,,,NORMAL,34532,67842,142,732,41,34,257,221,48,24,50,48,13,,,NORMAL
57001,2013-12-19 00:00:00,,,,,,,,,,,,,30146,65782,1623,25,50,3,137,14,0,0,0,52,16,,,NORMAL,30146,65782,1623,25,50,3,137,14,0,0,0,52,16,,,NORMAL,30146,65782,1623,25,50,3,137,14,0,0,0,52,16,,,NORMAL
PP0286B01,2013-12-19 00:00:00,,,,,,,,,,,,,21783,52689,389,26,70,1,392,0,0,0,0,33,24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20083122TIC003,2013-12-18 00:00:00,-,IEC,-,TIS,GLOW,-,"6M_81,82",2013-12-18 00:00:00,-,-,-,-,11353,27763,1523,103,513,18,321,48,0,2,8,51.26,14.32,-,-,NORMAL,33845,17402,1159,40,488,19,176,48,0,0,4,52.48,12.59,-,-,NORMAL,11747,30477,1594,123,374,16,121,26,0,2,6,41.2,26.87,-,-,NORMAL
20083122TIC008,2013-12-18 00:00:00,,IEC,,TIS,GLOW,,"6M_81,82",,,,,,12321,34521,2308,204,172,4,216,0,0,0,0,51.9,21.15,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
508038,2013-12-18 00:00:00,,IEC,,TIS,,,,,,,,,28201,58839,1186,56,82,0,218,3,0,0,0,32.28,30.99,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
54002,2013-12-18 00:00:00,,,,,,,,,,,,,28330,56319,1699,118,121,4,160,1,0,0,22,30,25,0,0,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
TP70279708,2013-10-29 00:00:00,,,,,,,,,,,,,13830,37587,209,253,1125,2371,1056,1578,340,44,214,45,10,,,,17928,34695,206,50,1820,2908,1126,1869,455,77,224,47,6,,,,19254,33681,215,37,3102,3788,972,3347,1019,121,260,53,7,,,
TP70279708,2013-10-26 00:00:00,,,,,,,,,,,,,7689,20530,105,205,321,2072,925,1265,358,12,198,0,0,,,,7892,25310,251,139,780,2776,931,1087,395,56,194,0,0,,,,10620,25851,177,33,586,3342,899,2411,868,98,220,0,0,,,
510049,2013-07-01 00:00:00,,,,,,,,,,,,,16039,43864,5678,62,224,21,121,21,0,0,0,38,24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
512033,2013-07-01 00:00:00,,,,,,,,,,,,,13405,39206,401,5,0,2,4,0,0,0,0,56,23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
54001,2013-07-01 00:00:00,,,,,,,,,,,,,4663,25653,1184,2,12,1,2,0,0,0,0,56,22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
96.2.4007,2013-07-01 00:00:00,,,,,,,,,,,,,6589,24903,388,13,21,16,181,16,0,0,0,52,26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP 008001,2013-07-01 00:00:00,,,,,,,,,,,,,23123,58202,250,137,11,58,24,115,10,0,27,59,15,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP 011601,2013-07-01 00:00:00,,,,,,,,,,,,,21930,57304,262,116,50,99,123,69,17,0,34,52,12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PTE 1689/01,2013-07-01 00:00:00,,,,,,,,,,,,,10559,55575,1544,122,125,12,141,32,0,0,3,44,24,,,,11546,21967,1309,83,17,6,126,26,0,0,0,54,20,,,,14489,57874,1636,121,18,10,159,37,0,0,0,31,24,,,
PTE 1689/04,2013-07-01 00:00:00,,,,,,,,,,,,,8857,23781,514,111,4,5,78,20,0,0,0,30,32,,,,10260,57611,1027,137,25,10,103,10,0,0,0,25,34,,,,11232,22039,517,111,6,4,59,20,0,0,0,27,37,,,
20083122TIC003,2013-06-28 00:00:00,-,IEC,-,TIS,GLOW,-,"6M_81,82",2013-06-28 00:00:00,-,-,-,-,10754,25753,681,26,579,13,292,35,0,1,0,51.2,10.2,-,-,NORMAL,15321,30761,1092,57,581,16,123,52,0,0,4,55.62,13.69,-,-,NORMAL,8560,23870,698,118,350,7,164,30,0,1,6,37.72,30.14,-,-,NORMAL
20083122TIC008,2013-06-28 00:00:00,-,IEC,-,TIS,GLOW,-,"6M_81,82",,-,-,-,-,7417,26120,1838,178,106,5,117,0,0,0,0,54.84,18.35,-,-,NORMAL,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
54001,2013-06-26 00:00:00,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,78,16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
56016,2013-06-21 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12599,46236,680,17,4,10,189.0,50,0,0,0,45,23,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP004301,2013-06-21 00:00:00,,IEC,,,,-,-,,-,58,-,-,19217,68864,194,173,2129,171,642,332,27,0,60,40.32,12.09,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,2013-06-21 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11448,58129,648,21,0,3,0.0,0,0,0,0,51,20,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0285B01,2013-06-21 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11808,32396,835,18,0,0,0.0,0,0,0,0,44,20,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508038,2013-06-19 00:00:00,,IEC,,TIS,,,,,,,,,25321,54832,964,33,72,0,175,2,0,10,0,39.44,24.8,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
54002,2013-06-19 00:00:00,,,,,,,,,,,,,26584,54326,1276,121,103,4,243,0,0,4,26,40,20,0,0,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
TP70279708,2013-06-07 00:00:00,,,,,,,,,,,,,8345,13211,223,90,1857,561,514,923,211,5,79,0,0,,,,11737,28556,219,101,2645,1714,669,1198,296,2,115,0,0,,,,6946,20987,205,46,4016,1632,387,3055,984,7,145,0,0,,,
TP70279708,2013-05-01 00:00:00,,,,,,,,,,,,,22861,49355,420,128,1201,817,511,896,192,0,146,44,4,,,,19195,32159,387,124,1671,1029,681,1129,250,2,159,46,8,,,,15664,29049,432,119,3712,1298,572,2492,878,10,223,55,6,,,
PP0286B01,2013-04-30 00:00:00,,,,,,,,,,,,,21742,50672,428,10,81,3,106,1,0,0,0,47,19,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
54001,2013-04-22 00:00:00,,,,,,,,,,,,,0,0,1322,42,131,47,144,0,0,0,0,19,55,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP004301,2013-01-21 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,19217,68864,263,173,2129,171,642.0,332,27,0,60,40,13,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP018401,2013-01-21 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,91069,198181,310,217,1866,239,405.0,365,36,0,74,44,20,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0041B01,2013-01-21 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,19218,58612,247,300,2496,560,1021.0,490,28,5,83,35,24,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0091B01,2013-01-21 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,18543,85321,1324,310,5,5,72.0,15,0,0,0,49,25,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510049,2013-01-20 00:00:00,,,,,,,,,,,,,13447,36626,1263,43,242,13,165,0,0,0,0,42,20,,,,10435,52843,673,102,201,45,211,0,0,1,0,38,26,,,,12944,32231,554,157,255,67,175,21,0,0,0,37,22,,,
54001,2013-01-20 00:00:00,,,,,,,,,,,,,7435,17089,1463,103,64,0,171,0,0,0,0,25,46,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP 008001,2013-01-20 00:00:00,,,,,,,,,,,,,13044,40923,330,193,196,125,48,115,8,4,16,49,12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP 011601,2013-01-20 00:00:00,,,,,,,,,,,,,11573,46760,225,161,550,275,120,68,13,10,16,56,9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PTE 1689/01,2013-01-20 00:00:00,,,,,,,,,,,,,8597,32524,1328,187,157,11,156,15,0,0,0,38,21,,,,6799,14997,1428,120,97,10,267,24,2,0,7,52,19,,,,15644,38585,1539,120,244,15,122,144,0,0,0,52,15,,,
PTE 1689/02,2013-01-20 00:00:00,,,,,,,,,,,,,7036,28720,1446,139,1562,532,1693,421,29,10,2,28,37,,,,5331,18918,1494,79,1105,265,1143,314,15,15,2,29,41,,,,20733,65980,1819,48,474,210,1149,320,25,0,90,29,45,,,
PTE 1689/04,2013-01-20 00:00:00,,,,,,,,,,,,,17921,41277,373,120,59,4,120,2,0,64,18,45,24,,,,23752,76530,527,163,143,2,220,1,0,0,0,34,27,,,,17870,26936,1343,114,143,0,56,0,0,23,1,44,25,,,
20083122TIC003,2013-01-16 00:00:00,-,IEC,-,TIS,GLOW,-,"6M_81,82",2013-01-16 00:00:00,-,-,-,-,8184,182216,615,38,429,15,250,28,0,2,1,51.62,7.31,-,-,NORMAL,10652,24068,833,92,327,30,176,34,0,2,1,52.58,8.62,-,-,NORMAL,8184,182216,615,38,429,15,250,28,0,2,1,45.08,27.34,-,-,NORMAL
20083122TIC008,2013-01-16 00:00:00,-,IEC,-,TIS,GLOW,-,"6M_81,82",,-,-,-,-,8520,22513,1614,176,142,5,321,1,0,12,0,48.98,20.2,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
56018,2013-01-15 00:00:00,,,,,,,,,,,,,30248,65904,785,120,49,23,241,232,45,20,47,37,20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
57001,2013-01-15 00:00:00,,,,,,,,,,,,,28729,66897,1505,18,44,1,124,0,0,0,20,44,20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PP0286B01,2013-01-15 00:00:00,,,,,,,,,,,,,34284,88551,519,12,43,0,84,0,0,0,0,49,15,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
508038,2013-01-08 00:00:00,,IEC,,TIS,,,,,,,,,20440,37537,1013,24,43,5,143,17,0,21,0,47.88,20.21,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
54002,2013-01-08 00:00:00,,,,,,,,,,,,,18407,39179,1325,81,79,9,122,3,0,0,20,46.24,13.20,0,0,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
TP70279708,2012-11-02 00:00:00,,,,,,,,,,,,,15371,36710,375,152,118,30,121,5,8,1,8,47,7,,,,12072,26867,271,211,228,41,178,12,16,1,2,50,9,,,,9054,17362,283,83,255,29,227,12,8,0,2,54,5,,,
54001,2012-10-26 00:00:00,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PP0284B01,2012-07-26 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6606,36833,2453,176,48,52,0.0,28,163,0,331,-,-,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0285B01,2012-07-26 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6606,36833,2453,176,48,52,0.0,28,163,0,331,-,-,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510049,2012-06-14 00:00:00,,,,,,,,,,,,,17595,49573,577,85,125,21,125,15,0,2,15,37,23,,,,15117,43292,738,96,151,31,131,0,0,0,0,37,24,,,,16132,48364,729,114,165,30,132,0,0,0,0,39,25,,,
54001,2012-06-14 00:00:00,,,,,,,,,,,,,10001,32355,643,210,382,19,2103,20,10,2,10,33,51,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP 008001,2012-06-14 00:00:00,,,,,,,,,,,,,11199,48941,220,193,405,108,59,136,0,15,20,42,13,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
EDP 011601,2012-06-14 00:00:00,,,,,,,,,,,,,14599,31054,174,129,1293,150,121,59,0,2,0,50,8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PTE 1689/01,2012-06-14 00:00:00,,,,,,,,,,,,,19929,43062,1390,147,1269,357,3094,462,30,0,29,30,37,,,,12891,32788,1218,103,542,217,2363,375,27,0,40,51,27,,,,18624,33537,1245,116,434,264,2678,415,26,7,54,28,45,,,
PTE 1689/04,2012-06-14 00:00:00,,,,,,,,,,,,,18680,45807,1867,225,1226,306,2939,425,30,101,25,51,28,,,,20442,43405,1947,159,1784,194,2089,259,25,80,37,55,27,,,,19028,41933,1719,171,1299,190,2013,336,22,73,21,36,30,,,
20083122TIC003,2012-06-11 00:00:00,-,IEC,-,TIS,GLOW,-,"6M_81,82",2012-06-11 00:00:00,-,-,-,-,13257,34077,615,25,310,0,258,35,0,1,6,49.94,12.58,-,-,NORMAL,13674,37951,715,122,268,29,142,28,0,0,0,47.42,12.16,-,-,NORMAL,7846,28791,505,194,431,42,194,36,0,4,5,36.7,21.5,-,-,NORMAL
20083122TIC008,2012-06-11 00:00:00,-,IEC,,TIS,GLOW,,"6M_81,82",,,,,,11302,31747,1339,133,244,0,565,8,0,2,14,54.5,25.11,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
56018,2012-06-02 00:00:00,,,,,,,,,,,,,12903,32185,642,61,51,15,216,167,31,15,18,37,18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
57001,2012-06-02 00:00:00,,,,,,,,,,,,,17118,42668,1275,25,514,16,244,62,0,0,24,36,24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
508038,2012-06-01 00:00:00,,IEC,,TIS,,,,,,,,,23344,54555,1821,33,155,7,162,41,0,4,24,53.92,35.52,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
